datetime,open,high,low,close,volume
2025-06-05 13:30:00,322.489990234375,324.5498962402344,322.0799865722656,323.6600036621094,8304263
2025-06-05 13:31:00,323.7099914550781,323.9801940917969,320.04998779296875,320.5,1255039
2025-06-05 13:32:00,320.4200134277344,320.80999755859375,317.25,318.1600036621094,2031794
2025-06-05 13:33:00,318.2698974609375,320.5,317.6700134277344,319.6852111816406,1000068
2025-06-05 13:34:00,319.75,320.0,319.0,319.77191162109375,835048
2025-06-05 13:35:00,319.6099853515625,319.8900146484375,318.82000732421875,319.32501220703125,529912
2025-06-05 13:36:00,319.29998779296875,319.29998779296875,317.32000732421875,317.42498779296875,884071
2025-06-05 13:37:00,317.385009765625,317.6086120605469,316.75,316.92999267578125,1033798
2025-06-05 13:38:00,316.9599914550781,317.42999267578125,316.54998779296875,316.5849914550781,745931
2025-06-05 13:39:00,316.57000732421875,316.6799011230469,314.760009765625,315.7598876953125,1463789
2025-06-05 13:40:00,315.6600036621094,316.20001220703125,314.55999755859375,315.1243896484375,1083717
2025-06-05 13:41:00,315.09991455078125,316.5730895996094,315.04180908203125,316.4200134277344,829673
2025-06-05 13:42:00,316.4100036621094,316.4700012207031,315.54998779296875,315.751708984375,628730
2025-06-05 13:43:00,315.75,316.3999938964844,315.2799987792969,315.8999938964844,639326
2025-06-05 13:44:00,315.8717956542969,317.09991455078125,315.5899963378906,315.5902099609375,862873
2025-06-05 13:45:00,315.6300048828125,315.89990234375,314.04998779296875,314.19000244140625,1156027
2025-06-05 13:47:00,313.5400085449219,313.76300048828125,312.7099914550781,312.8399963378906,2009842
2025-06-05 13:48:00,312.80999755859375,313.30999755859375,312.3599853515625,313.1099853515625,1167049
2025-06-05 13:49:00,313.1099853515625,313.57000732421875,312.7008972167969,313.4800109863281,645123
2025-06-05 13:50:00,313.4599914550781,314.3800048828125,313.4209899902344,314.0249938964844,740171
2025-06-05 13:52:00,313.5469970703125,313.79998779296875,312.9211120605469,313.7300109863281,1164978
2025-06-05 13:53:00,313.7998962402344,314.739990234375,313.29998779296875,314.6283874511719,633725
2025-06-05 13:54:00,314.54998779296875,314.7851867675781,313.9263916015625,314.68499755859375,450129
2025-06-05 13:55:00,314.68499755859375,314.8598937988281,313.5799865722656,313.6549987792969,557732
2025-06-05 13:56:00,313.7088928222656,314.2300109863281,312.9100036621094,314.1499938964844,672925
2025-06-05 13:57:00,314.1448059082031,314.3999938964844,312.7008972167969,312.8599853515625,562902
2025-06-05 13:58:00,312.8349914550781,313.8663024902344,312.79998779296875,313.6000061035156,398682
2025-06-05 13:59:00,313.6098937988281,314.20001220703125,313.29229736328125,314.05499267578125,416470
2025-06-05 14:00:00,314.1000061035156,314.659912109375,314.04998779296875,314.57000732421875,455309
2025-06-05 14:01:00,314.56500244140625,314.8399963378906,313.9599914550781,314.46539306640625,427405
2025-06-05 14:02:00,314.4100036621094,314.45001220703125,313.7200012207031,314.0,305117
2025-06-05 14:03:00,313.95001220703125,314.57000732421875,313.739990234375,313.8599853515625,348245
2025-06-05 14:04:00,313.8500061035156,314.9798889160156,313.5809020996094,314.9200134277344,523868
2025-06-05 14:05:00,314.9700012207031,315.1700134277344,314.5299987792969,314.8399963378906,617520
2025-06-05 14:06:00,314.8988037109375,314.92498779296875,314.0,314.05499267578125,418410
2025-06-05 14:07:00,314.0574951171875,314.5,313.489990234375,314.0498046875,373170
2025-06-05 14:08:00,314.05120849609375,314.7890930175781,313.9599914550781,314.1549987792969,348994
2025-06-05 14:09:00,314.1549987792969,314.7900085449219,314.1000061035156,314.4949951171875,252304
2025-06-05 14:10:00,314.54998779296875,315.04998779296875,314.3599853515625,314.4599914550781,351068
2025-06-05 14:11:00,314.44500732421875,315.739990234375,314.4278869628906,315.7049865722656,444678
2025-06-05 14:12:00,315.7049865722656,316.19000244140625,315.1300964355469,315.9849853515625,653382
2025-06-05 14:13:00,315.96759033203125,316.4798889160156,315.7799987792969,316.4189147949219,457156
2025-06-05 14:14:00,316.4200134277344,316.4798889160156,315.44000244140625,315.6499938964844,476755
2025-06-05 14:15:00,315.6099853515625,315.9599914550781,315.4809875488281,315.79998779296875,241534
2025-06-05 14:16:00,315.78900146484375,316.54998779296875,315.6700134277344,316.1400146484375,375953
2025-06-05 14:17:00,316.1050109863281,316.82000732421875,315.95001220703125,316.80499267578125,456735
2025-06-05 14:18:00,316.82000732421875,317.1499938964844,316.57000732421875,317.0199890136719,595168
2025-06-05 14:19:00,317.0199890136719,317.7099914550781,316.9800109863281,317.44500732421875,599284
2025-06-05 14:20:00,317.635009765625,317.8999938964844,317.45001220703125,317.8597106933594,430751
2025-06-05 14:21:00,317.8299865722656,318.3500061035156,317.67999267578125,318.2850036621094,579032
2025-06-05 14:22:00,318.32000732421875,318.6700134277344,318.1099853515625,318.6549987792969,513020
2025-06-05 14:23:00,318.6300964355469,318.9700012207031,318.2900085449219,318.3634948730469,581169
2025-06-05 14:24:00,318.3500061035156,318.6000061035156,317.9200134277344,318.0799865722656,483403
2025-06-05 14:25:00,318.0422058105469,318.7300109863281,317.5606994628906,317.95001220703125,523182
2025-06-05 14:26:00,317.95001220703125,318.25,317.75,318.04998779296875,322577
2025-06-05 14:27:00,318.04071044921875,318.2900085449219,317.1300048828125,317.1499938964844,448580
2025-06-05 14:28:00,317.1700134277344,317.4200134277344,316.7611999511719,317.1527099609375,447181
2025-06-05 14:29:00,317.1600036621094,317.5889892578125,316.8692932128906,317.5889892578125,282177
2025-06-05 14:30:00,317.5400085449219,317.79998779296875,317.2301025390625,317.3699951171875,246640
2025-06-05 14:31:00,317.375,317.5199890136719,316.3699951171875,316.6549987792969,423074
